Input Cube:  /usgs/cpkgs/isis3.0.0/data/base/testData/isisTruth.cub
Samples:Lines:Bands:  126:126:2
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
            0           20           39           59           79           98          118          138          158          177          197          217          236          256       -1e+20  -8.4615e+19  -6.9231e+19  -5.3846e+19  -3.8462e+19  -2.3077e+19  -7.6923e+18   7.6923e+18   2.3077e+19   3.8462e+19   5.3846e+19   6.9231e+19   8.4615e+19        1e+20       -1e-20  -8.4615e-21  -6.9231e-21  -5.3846e-21  -3.8462e-21  -2.3077e-21  -7.6923e-22   7.6923e-22   2.3077e-21   3.8462e-21   5.3846e-21   6.9231e-21   8.4615e-21        1e-20            0            0            0            0            0            0            0            0            0            0            0            0            0            0         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL         NULL          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          LRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          HRS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          LIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS          HIS
